Count,Secondary Distribution Line ID,From Bus ID,To  Bus ID,Phasing,Installation Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) 
1811,UBA01593,S108-58AN9-0012,S108-58AN9-0013,CN,1,64,ACSR,2,AWG
1812,UBA01594,S108-58AN9-0013,S108-58AN9-0014,CN,1,49,ACSR,2,AWG
1813,UBA01595,S108-58AN9-0014,S108-58AN9-0015,CN,1,57,ACSR,2,AWG
1814,UBA01596,S108-58AN9-0015,S108-58AN9-0016,CN,1,64,ACSR,2,AWG
1815,UBA01597,S108-58AN9-0016,S108-58AN9-0017,CN,1,59,ACSR,2,AWG
1816,USA01598,S108-58AN9-0013,S108-58AN9-013a,CN,2,54,ACSR,2,AWG
1817,UBA01446,S0108-58AA-0002,S0108-58AA-0001,CN,1,84,ACSR,2,AWG
1818,UBA01447,S0108-58AA-0003,S0108-58AA-0002,CN,1,70,ACSR,2,AWG
1819,UBA01448,S0108-58AA-0004,S0108-58AA-0003,CN,1,53,ACSR,2,AWG
1820,UBA01449,S0108-58AA-0005,S0108-58AA-0004,CN,1,73,ACSR,2,AWG
1821,UBA01450,S0108-58AA-0006,S0108-58AA-0005,CN,1,74,ACSR,2,AWG
1822,UBA01451,S0108-58AA-0007,S0108-58AA-0006,CN,1,58,ACSR,2,AWG
1823,UBA01452,S0108-58AA-0008,S0108-58AA-0007,CN,1,63,ACSR,2,AWG
1824,UBA01453,S0108-58AA-0009,S0108-58AA-0008,CN,1,81,ACSR,2,AWG
1825,UBA01454,S0108-58AA-0010,S0108-58AA-0009,CN,1,76,ACSR,2,AWG
1826,UBA01455,DT0000000108-58AA,S0108-58AA-0010,CN,1,1,ACSR,2,AWG
1827,UBA01456,S0108-58AA-0010,S0108-58AA-0011,CN,1,93,ACSR,2,AWG
1828,UBA01457,S0108-58AA-0011,S0108-58AA-0012,CN,1,82,ACSR,2,AWG
1829,UBA01458,S0108-58AA-0012,S0108-58AA-0013,CN,1,95,ACSR,2,AWG
1830,UBA01459,S0108-58AA-0013,S0108-58AA-0014,CN,1,104,ACSR,2,AWG
1831,UBA01460,S0108-58AA-0014,S0108-58AA-0015,CN,1,109,ACSR,2,AWG
1832,UBA01461,S0108-58AA-0015,S0108-58AA-0016,CN,1,83,ACSR,2,AWG
1833,UBA01462,S0108-58AA-0016,S0108-58AA-0017,CN,1,94,ACSR,2,AWG
1834,UBA01463,S0108-58AA-0017,S0108-58AA-0018,CN,1,89,ACSR,2,AWG
1835,UBA01611,S108-58R11-0002,S108-58R11-0001,CN,1,138,ACSR,2,AWG
1836,UBA01612,S108-58R11-0003,S108-58R11-0002,CN,1,119,ACSR,2,AWG
1837,UBA01613,S108-58R11-0004,S108-58R11-0003,CN,1,152,ACSR,2,AWG
1838,UBA01614,S108-58R11-0005,S108-58R11-0004,CN,1,97,ACSR,2,AWG
1839,UBA01615,S108-58R11-0006,S108-58R11-0005,CN,1,97,ACSR,2,AWG
1840,UBA01616,S108-58R11-0007,S108-58R11-0006,CN,1,66,ACSR,2,AWG
1841,UBA01617,S108-58R11-0008,S108-58R11-0007,CN,1,127,ACSR,2,AWG
1842,UBA01618,S108-58R11-0009,S108-58R11-0008,CN,1,123,ACSR,2,AWG
1843,UBA01619,S108-58R11-0010,S108-58R11-0009,CN,1,97,ACSR,2,AWG
1844,UBA01620,S108-58R11-0011,S108-58R11-0010,CN,1,63,ACSR,2,AWG
1845,UBA01621,S108-58R11-0012,S108-58R11-0011,CN,1,66,ACSR,2,AWG
1846,UBA01622,DT0000000108-58R11,S108-58R11-0012,CN,1,1,ACSR,2,AWG
1847,UBA01623,S108-58R11-0012,S108-58R11-0013,CN,1,58,ACSR,2,AWG
1848,UBA01624,S108-58R11-0013,S108-58R11-0014,CN,1,43,ACSR,2,AWG
1849,UBA01625,S108-58R11-0014,S108-58R11-0015,CN,1,109,ACSR,2,AWG
1850,UBA01626,S108-58R11-0015,S108-58R11-0016,CN,1,88,ACSR,2,AWG
1851,UBA01627,S108-58R11-0016,S108-58R11-0017,CN,1,13,ACSR,2,AWG
1852,UBA01628,S108-58R11-0017,S108-58R11-0018,CN,1,59,ACSR,2,AWG
1853,UBA01629,S108-58R11-0018,S108-58R11-0019,CN,1,124,ACSR,2,AWG
1854,USA01630,S108-58R11-0005,S108-58R11-005a,CN,2,91,ACSR,2,AWG
1855,USA01631,S108-58R11-005a,S108-58R11-005b,CN,2,69,ACSR,2,AWG
1856,USA01632,S108-58R11-005b,S108-58R11-005c,CN,2,73,ACSR,2,AWG
1857,USA01633,S108-58R11-005c,S108-58R11-005d,CN,2,95,ACSR,2,AWG
1858,USA01634,S108-58R11-0015,S108-58R11-015A,CN,2,7,ACSR,2,AWG
1859,UBA01211,S0108-058M-0002,S0108-058M-0001,CN,1,112,ACSR,2,AWG
1860,UBA01212,S0108-058M-0003,S0108-058M-0002,CN,1,55,ACSR,2,AWG
1861,UBA01213,S0108-058M-0004,S0108-058M-0003,CN,1,83,ACSR,2,AWG
1862,UBA01214,S0108-058M-0005,S0108-058M-0004,CN,1,86,ACSR,2,AWG
1863,UBA01215,S0108-058M-0006,S0108-058M-0005,CN,1,73,ACSR,2,AWG
1864,UBA01216,S0108-058M-0007,S0108-058M-0006,CN,1,41,ACSR,2,AWG
1865,UBA01217,S0108-058M-0008,S0108-058M-0007,CN,1,97,ACSR,2,AWG
1866,UBA01218,S0108-058M-0009,S0108-058M-0008,CN,1,85,ACSR,2,AWG
1867,UBA01219,S0108-058M-0010,S0108-058M-0009,CN,1,63,ACSR,2,AWG
1868,UBA01220,S0108-058M-0011,S0108-058M-0010,CN,1,93,ACSR,2,AWG
1869,UBA01221,S0108-058M-0012,S0108-058M-0011,CN,1,73,ACSR,2,AWG
1870,UBA01222,DT0000000108-58M,S0108-058M-0012,CN,1,1,ACSR,2,AWG
1871,UBA01223,S0108-058M-0012,S0108-058M-0013,CN,1,87,ACSR,2,AWG
1872,UBA01224,S0108-058M-0013,S0108-058M-0014,CN,1,60,ACSR,2,AWG
1873,UBA01225,S0108-058M-0014,S0108-058M-0015,CN,1,24,ACSR,2,AWG
1874,UBA01226,S0108-058M-0015,S0108-058M-0016,CN,1,77,ACSR,2,AWG
1875,UBA01227,S0108-058M-0016,S0108-058M-0017,CN,1,58,ACSR,2,AWG
1876,UBA01228,S0108-058M-0017,S0108-058M-0018,CN,1,84,ACSR,2,AWG
1877,UBA01210,DT0000000108-59p,S0108-058p-0001,AN,1,1,ACSR,2,AWG
1878,UBA01197,DT0000000108-59j,S0108-059j-0001,AN,1,1,ACSR,2,AWG
1879,UBA01198,S0108-059j-0001,S0108-059j-0002,AN,1,69,ACSR,2,AWG
1880,UBA01199,S0108-059j-0002,S0108-059j-0003,AN,1,70,ACSR,2,AWG
1881,UBA01200,S0108-059j-0003,S0108-059j-0004,AN,1,68,ACSR,2,AWG
1882,UBA01201,S0108-059j-0004,S0108-059j-0005,AN,1,59,ACSR,2,AWG
1883,UBA01202,S0108-059j-0005,S0108-059j-0006,AN,1,94,ACSR,2,AWG
1884,UBA01203,S0108-059j-0006,S0108-059j-0007,AN,1,68,ACSR,2,AWG
1885,UBA01204,S0108-059j-0007,S0108-059j-0008,AN,1,59,ACSR,2,AWG
1886,USA01205,S0108-059j-0002,S0108-059j-002a,AN,2,94,ACSR,2,AWG
1887,USA01206,S0108-059j-0004,S0108-059j-004a,AN,2,63,ACSR,2,AWG
1888,USA01207,S0108-059j-0004,S0108-059j-004b,AN,2,40,ACSR,2,AWG
1889,USA01208,S0108-059j-004b,S0108-059j-004c,AN,2,35,ACSR,2,AWG
1890,USA01209,S0108-059j-0005,S0108-059j-005A,AN,2,35,ACSR,2,AWG
1891,UBA01189,S0108-059f-0002,S0108-059f-0001,AN,1,58,ACSR,2,AWG
1892,UBA01190,DT0000000108-59f,S0108-059f-0002,AN,1,1,ACSR,2,AWG
1893,UBA01191,S0108-059f-0002,S0108-059f-0003,AN,1,71,ACSR,2,AWG
1894,UBA01192,S0108-059f-0003,S0108-059f-0004,AN,1,60,ACSR,2,AWG
1895,UBA01193,S0108-059f-0004,S0108-059f-0005,AN,1,44,ACSR,2,AWG
1896,UBA01194,S0108-059f-0005,S0108-059f-0006,AN,1,43,ACSR,2,AWG
1897,USA01195,S0108-059f-0001,S0108-059f-001a,AN,2,58,ACSR,2,AWG
1898,USA01196,S0108-059f-0002,S0108-059f-002A,AN,2,54,ACSR,2,AWG
1899,UBA00908,DT0000000108-59,S0108-0059-0001,CN,1,1,ACSR,2,AWG
1900,UBA00894,S0108-0060-0002,S0108-0060-0001,CN,1,112,ACSR,2,AWG
1901,UBA00895,S0108-0060-0003,S0108-0060-0002,CN,1,75,ACSR,2,AWG
1902,UBA00896,S0108-0060-0004,S0108-0060-0003,CN,1,100,ACSR,2,AWG
1903,UBA00897,S0108-0060-0005,S0108-0060-0004,CN,1,75,ACSR,2,AWG
1904,UBA00898,S0108-0060-0006,S0108-0060-0005,CN,1,77,ACSR,2,AWG
1905,UBA00899,DT0000000108-60,S0108-0060-0006,CN,1,1,ACSR,2,AWG
1906,UBA00900,S0108-0060-0006,S0108-0060-0007,CN,1,66,ACSR,2,AWG
1907,UBA00901,S0108-0060-0007,S0108-0060-0008,CN,1,71,ACSR,2,AWG
1908,UBA00902,S0108-0060-0008,S0108-0060-0009,CN,1,42,ACSR,2,AWG
1909,UBA00903,S0108-0060-0009,S0108-0060-0010,CN,1,42,ACSR,2,AWG
1910,UBA00904,S0108-0060-0010,S0108-0060-0011,CN,1,67,ACSR,2,AWG
1911,UBA00905,S0108-0060-0011,S0108-0060-0012,CN,1,79,ACSR,2,AWG
1912,UBA00906,S0108-0060-0012,S0108-0060-0013,CN,1,85,ACSR,2,AWG
1913,UBA00907,S0108-0060-0013,S0108-0060-0014,CN,1,115,ACSR,2,AWG
1914,UBA00908,DT0000000117,S000117-0000001,CN,1,2,ACSR,2,AWG
1915,UBA00909,DT0000000132,S000132-0000001,BN,1,2,ACSR,2,AWG
